Dataset,TaggedPitchType,PitcherThrows,RelSpeed_Mean,RelSpeed_Median,RelSpeed_Std,SpinRate_Mean,SpinRate_Median,SpinRate_Std,IVB_Mean,IVB_Median,IVB_Std,HB_Mean,HB_Median,HB_Std,Extension_Mean,Extension_Median,Extension_Std,RelHeight_Mean,RelHeight_Median,RelHeight_Std,VAA_Mean,VAA_Median,VAA_Std,HAA_Mean,HAA_Median,HAA_Std
B1G TEN,Cutter,Right,85.87709016260162,86.04637500000001,3.4310108932408228,2336.5889806585365,2347.7297458000003,240.83211119697555,9.934918910569106,9.692964000000002,5.002620873192637,2.897243292682927,2.0485580000000003,5.042980427545001,6.07291525203252,6.090107,0.5111496019681406,5.833551715447155,5.855650499999999,0.5128206196689388,-5.8712125162601625,-5.8289402,1.1264087641970022,-1.3599310219512195,-1.27582525,1.0925538962829842
B1G TEN,Cutter,Left,84.2571246875,84.4916,3.8482908295937452,2315.7344826109374,2321.4276209,177.19708973137705,9.797104140625,10.1258835,4.775339688454663,2.6088284375000006,3.210859,4.917606010090999,5.933750265624999,5.9308974999999995,0.5170948649909186,5.71033171875,5.802813,0.4426154018633329,-6.13808253125,-6.10011865,1.1436248903080868,3.2073531796875,3.1785295,1.3090685934131916
B1G TEN,FourSeamFastBall,Right,90.65957658536584,90.97320350000001,2.6467160761245907,2258.374010153049,2285.0306718,168.6631288415598,17.284271030487805,18.326563000000007,4.375590356664029,12.712649987804877,12.911884,4.957036541519658,6.175415658536585,6.189589,0.49743936136346134,5.895904329268292,5.963575500000001,0.5165599745264293,-4.508415888414635,-4.3365802,0.9315964435238612,0.05944463719512205,0.12690720000000022,1.1148899129526613
B1G TEN,FourSeamFastBall,Left,89.10195129090908,89.323656,2.7326599799515403,2208.54198336,2238.5037145,189.28830665670088,17.773830127272724,18.623539,3.9888995601270336,-7.096168727272725,-7.416577,4.845651774995616,6.129851509090909,6.17892,0.4607593983730405,5.856485127272728,5.897665,0.5314618095041108,-4.4536899672727275,-4.2555588,0.8605267951746287,2.0152216163636365,1.8600010999999996,1.0007701971927334
B1G TEN,TwoSeamFastBall,Right,89.37694069999999,89.487652,3.488547536383981,2168.04733819,2168.4710917,251.20850823384174,11.726930466666666,12.9457575,5.223067786130856,14.6467795,16.178135,6.8908132149782935,6.186481166666667,6.167802,0.463079067448212,5.617754333333334,5.6989725,0.7124760319525297,-5.288367791666667,-4.8916622,1.2256805205650267,-0.0889099483333333,-0.09993649999999998,1.2494152439847892
B1G TEN,TwoSeamFastBall,Left,86.39149852631579,87.673204,4.961298780106511,2129.159798994737,2149.690685,234.26400117752857,12.617782052631577,14.800049999999999,7.7797369801521965,-9.400279210526316,-12.510807999999999,6.6425320832832035,6.136226684210526,6.254349,0.48309941984898563,5.575022789473684,5.902856,1.0990261697548223,-5.417993415789474,-5.224055,1.6030875473594965,2.148820605263158,2.0226355,1.275583624375491
B1G TEN,Splitter,Right,83.48682025806451,83.62004200000001,3.5236453847990075,1705.504492024194,1674.7818324,478.82809485109914,9.356000951612904,9.440445999999998,5.631218187584731,10.306346016129035,11.053602000000001,5.750950763480085,6.116984935483872,6.102283,0.5262485707872976,5.976042258064516,5.962543,0.5094376621262974,-6.403444708064516,-6.1835684,1.1139673662333565,0.19202505645161297,0.3567313499999998,1.1745382833271383
B1G TEN,Splitter,Left,83.34979366666667,83.142518,3.4899268159647527,1791.6529781000002,1772.17224775,486.0132038294826,12.031081083333333,11.355647999999999,3.7583194827517317,-4.7123935,-5.94772,6.672190893211284,6.270056999999999,6.311233,0.4504941351175765,5.74111575,5.8591964999999995,0.47199939327717444,-5.565992158333334,-5.6432042,1.0506588607570153,1.8035187583333336,2.1839817000000004,1.358760413114916
B1G TEN,Sweeper,Right,80.44727717857143,80.5520655,5.001097105348564,2434.5512437142856,2482.8852493,243.06877316817565,1.4570992500000002,0.23836149999999914,7.850344502730968,-7.7472495357142845,-9.896199,8.503197122630487,5.8178557500000005,5.9258275,0.4551916091269874,5.758789678571429,5.756213000000001,0.3838991078263415,-7.473438778571428,-7.28592395,1.742139665709819,-2.5221946999999996,-2.41357325,1.421149798068009
B1G TEN,Sweeper,Left,77.70929157142858,76.939503,2.8185617484372534,2260.648051328571,2254.39273,256.2494077454268,-4.721223714285714,-4.349646,3.9357533868155667,11.087852999999999,10.45146,3.9350595449900303,5.754720571428572,5.8747929999999995,0.44314371588002816,5.902163571428572,6.020404,0.4516890608814421,-8.271355600000001,-8.284523199999999,1.0833290663576547,3.2157228142857144,2.8919039,0.7952553512694404
B1G TEN,Knuckleball,Right,81.18903119047619,81.56504,3.8532676335096316,2065.5138693333333,2186.879224,392.85867963785097,8.543686666666666,12.30028,8.3630854999132,3.864342857142856,2.36228,8.17370710218279,5.857547952380952,5.76505,0.6908022332011271,6.088231523809524,6.1399,0.4371634958058619,-7.164158238095238,-7.309359,1.6116388203116312,-1.5246785190476189,-0.932159,1.9831117097639253
B1G TEN,Knuckleball,Left,79.4409275,79.449915,2.161318537737727,2250.0839435000003,2204.2490185,155.79314943814637,3.38708,1.35593,5.8929683695485755,0.2612574999999999,2.466495,6.635189642954355,5.517045,5.368715,0.7096665939192854,5.512107500000001,5.4206900000000005,0.23064522392356204,-7.8448382500000005,-7.841151,1.6833328968316656,2.03568,2.1770129999999996,0.9702312536349258
ACC,Fastball,Right,92.49397511183145,92.60155999999999,2.4632464397192617,2346.621608613776,2346.525921,156.26284166909664,18.579703510534845,19.385398,3.959426105586035,14.9547565089141,14.940252,4.20990703034303,6.1902087520259315,6.178006,0.48140740320818537,5.884690518638574,5.939324,0.552379150081073,-4.081280782333874,-4.0443345,0.6155936714551463,0.3891939489465155,0.4121629000000003,0.7267101164145794
ACC,Fastball,Left,90.88864376306621,91.006745,2.26348796372592,2284.3867806623693,2283.4497698,151.39473540527592,18.419221094076658,19.174108,3.9295778181532275,-7.841535655052264,-8.09789,4.635409578977737,6.1893867003484315,6.1484049999999995,0.48969708728380007,5.849893484320557,5.913399,0.5149976321289013,-4.1753678299651575,-4.1275654,0.6240658560188584,2.271511742857143,2.182959,0.8953341961105713
ACC,Slider,Right,82.88104221694915,83.093865,3.091047654338329,2500.997231478983,2510.2461728999997,266.5529053293855,3.7738402338983055,4.355743500000001,4.777544559774908,-2.895936332203389,-2.9432439999999995,5.838314784264935,5.72148736779661,5.719156,0.48759256942365786,5.749847089830508,5.8309335,0.5835989593239119,-6.669298023389831,-6.6024452,0.9876212641700651,-1.8499400030508473,-1.8536261999999997,1.0106069829799589
ACC,Slider,Left,81.17098753183521,81.230132,3.0637934057265275,2415.8249670220976,2409.7845884999997,233.09523997878165,3.786233970037454,4.22121,4.489507007666165,11.217883902621722,10.946443,5.439967818847592,5.751489172284645,5.724848,0.49504537320838965,5.661917779026217,5.658788,0.5254792310524868,-6.7392253119850185,-6.7050262,0.8498880652579719,4.527211458426967,4.521660000000001,1.1769431212936818
ACC,ChangeUp,Right,84.62199794787645,84.8678655,2.8661631228289446,1940.555806480309,1941.9349318,324.56612528301525,10.350670146718146,10.930588,4.392298326468289,16.494832401544404,17.669006000000003,5.622491632664229,6.12846909073359,6.128813,0.5380721786288659,5.698736727799228,5.7366685,0.5699032181812053,-5.960182933011582,-5.926146099999999,0.9621936455481944,0.6372482662162163,0.8015935000000001,1.1739373837976992
ACC,ChangeUp,Left,83.21918670980394,83.386969,2.95894420672637,1952.6644308145098,1970.844647,293.1976546198528,10.601133803921568,10.929724000000004,4.395682121777647,-7.854355917647058,-10.054443999999998,7.404350606197172,6.148919349019608,6.123252,0.5531648457662007,5.6301494352941175,5.664458,0.5190217610110603,-6.011802278431372,-5.9483935,0.8863358423551946,1.913016883137255,1.8836061999999996,1.2353189862847782
ACC,Curveball,Right,80.31444123316062,80.37012200000001,2.8981001847840355,2503.69002671114,2509.9584950500002,291.1700849610354,-3.6529078652849734,-3.7293934999999996,5.071466603261151,-5.121028401554404,-5.1553495,5.9639866560381565,5.601288554404145,5.602537,0.5015050435390682,5.868998525906735,5.912196,0.5267257094344882,-7.850494781865285,-7.8113486,1.045085845854202,-1.823893303108808,-1.6827964999999998,1.3965588295470552
ACC,Curveball,Left,78.68368746073298,78.74132,2.855456835570216,2438.5622958717277,2438.0520348,266.0877863083924,-3.5677499633507854,-3.8656159999999993,6.376971103363148,11.726451130890053,12.820853000000001,5.990479087799389,5.624029476439791,5.614148,0.4966239612158854,5.824550607329842,5.849038,0.4866983128946088,-7.834695721989528,-7.9218434,1.0672900027492753,3.891670943979058,3.8621862,1.3739312530874959
ACC,Sinker,Right,90.84829302439026,91.477078,3.6465058157960963,2290.4882952121948,2291.7795401999997,199.55904842065834,11.96434281881533,12.793182000000002,5.2320111591340535,16.063091895470382,18.73871,7.84539651066444,6.017523871080139,5.990602,0.49443692624061336,5.600549540069687,5.747924,0.6367509251345496,-5.124181695121951,-4.920066,1.2670488735647873,0.18537745958188157,0.557277,1.31531803534987
ACC,Sinker,Left,89.5484246946565,90.200665,3.5027056286214595,2250.50088669313,2260.091795,191.0429194229413,11.912842877862596,12.23605,4.932918204162671,-10.810625847328247,-13.157008,7.168266244237096,6.0310897404580155,6.043602,0.5801753625089492,5.505827175572518,5.554285,0.528408504670327,-5.061923045801526,-4.7943719,1.2858103097639821,1.8368168389312978,1.9183159,1.275921756745587
ACC,Cutter,Right,86.35465748015874,86.500839,3.250616270418941,2426.136249346826,2427.6457296999997,254.11095798308708,8.497496571428572,8.574618000000001,5.474337966769268,2.01259303968254,1.3225155000000006,4.8544740418924786,5.874371571428572,5.850515,0.5079082774110165,5.76529298015873,5.8122635,0.5149154927850541,-6.0469563369047625,-5.9099832,1.1935548035304115,-1.564309036111111,-1.497428,1.1675338351972828
ACC,Cutter,Left,85.41763803191488,85.2012395,3.2950391633197027,2308.375773781915,2349.7847113999997,216.81770462840956,9.613329638297873,9.359284000000002,5.140261379685759,2.5707435106382976,2.8226189999999995,5.705561397993874,6.008159074468084,6.070945,0.5522975696354822,5.753468265957449,5.785717999999999,0.5597757926190643,-6.024183724468086,-6.034222199999999,1.1337849114137528,3.440073027659575,3.5530566,1.1766604729987995
